Player	Archetype	Round 1		Round 2		Round 3		Round 4		Round 5		Round 6		Round 7		Round 8		Round 9		Round 10		Round 11		Round 12		Round 13		Round 14		Round 15	
Mason Hoose	Izzet Delver	JamieH	2-0	Carter Hewitt	1-2	Andrew McMenemy	2-0	Jason Smith	1-2	DrakeHoness	1-2	Fraleyd1	2-0	hopefulcd	2-0	Caleb Devany	1-2														
Zach Wilson	Bant Nadu Midrange Combo	Alec Wilson	0-2	Josh Biladeau	2-1	Stephen Lewis	0-2	shaun kocher	2-0	Jeffrey Kramer	2-1	Kris Rhinehart	2-1	Skyler Preedy	0-2																
David Marchese	W-U-B-G Reanimator	Veloxmortis	1-2	RedTheReckless	2-0	Chris Neuteboom	2-0	Kevin Allen	2-0	kwschlosser	1-2	gbabcock13	0-2	stlhulksmash	2-0	Jim Baxter	0-2														
Evran Aksoy	Azorius Stiflenought	Robbie_2	0-2	Matt Orfanello	1-2	Marcus Davanzati	1-2	edinfante84	2-0	Jeffrey Hickle	2-0	Ryan McKiernan	2-1	Kendal Frame	2-1	Robert Hayes	0-2	Josh Coffey	0-2												
Smallss	Mono-Blue Coveted Jewel Combo	jbconley	1-2	Olivier Hamel	1-2	LongSammy	2-0	AleS61	2-0	Ryan Copple	2-1	Patrick O'Reilly	2-0	Jaron Haberstroh	1-2	Samantha Murphy	1-2														
SamE5	Simic Tempo	JUSTIN RYAN	0-2	Velgrim	2-1	Gregorio Soriente	2-0	Noah Hippensteel	1-2	John Slimak	0-2	James Connolly	2-1	Benoit Jubinville	0-2	Sonny Le	2-1	CavernOnHuman	1-2												
Ameth123	Selesnya Lands	Victor Costa	1-2	dmetcalfe91	2-0	IllS	2-1	Devin Rodgers	2-0	FrancisDackleman	1-2	TonyScapone	0-2	Brad Palmerio	2-0	nickrainey	1-2	Donny Yeh	0-2												
Mark Turner	Mono-Red	MarkDriscoll	0-2	TheLegend27	1-2	David Majewski	2-0	Christopher Walton	2-1	SLEEKYx16	1-2	David Hoang	2-0	Brian Cotton	0-2	Daniel Starr	2-1														
chalmersac	Mono-White Mystic Forge Combo	Miguel Chavez	1-2	shortfatfriend	2-1	Chris Schiber	2-1	Blaise Koehler	1-2	Colin Wu	0-2	Michael Mcardle	2-0	Samuel Ball	2-0	Kemper Pogue	1-2														
Dan Miller	Bant Coveted Jewel Combo	Michael Sommercorn	1-2	William Nemiroff	2-0	John Nacco	1-2	Ian Klein	2-0	Winston Wood	2-0	Parker Southwick	1-2	Steve Rogers	2-1	Mike Jones	1-2	Ryan Eakins	1-2												
cory deroos	U-B-R-G Beseech Storm	Kevin Tilley	0-2	calimaz00	2-1	Nicholas Layton	2-1	codyphillips1991	1-2	Dalton Metelsky	1-2	Travis Hobrla	2-1	Day2check	2-1	Miguel Chavez	0-2	peterkirk1	0-2												
Patrick Owens	Dimir Tempo	Donger	1-2	Michael Wood	1-1	Hunter Leavitt	2-0	jake pearlmutter	2-0	Logan Hsia	1-2	ahg113	0-2	Justin Barkey	2-1	Ryan Kelly	1-1	Tony Murata	0-0												
Jack Simmons	Esper Stoneblade	David Sittinger	0-2	Hudson Watkins	2-1	Very_Disappointed	1-2	Beautox	0-2	IEqualsDead	2-1	nivax	2-0	Richard Tyagi	2-1	Ethan Mcgillis	1-2														
Lee Curtis	W-U-B-R-G Doomsday	Ross Krueger	1-2	Will Greider	1-2	dmetcalfe91	2-1	DankR1tual	2-0	kenton najdzien	2-1	Matthew Strand	2-1	Oren Shoemaker	1-2	NickEldering	0-2														
loitment	Temur Creative Technique	John Casale	0-2	erick sherman	2-0	Corey Williams	2-0	Evan Jasinkiewicz	0-2	ConnorFlickner	2-1	Joshua Cronk	1-2	Ian Russell	2-0	John Slimak	1-2														
SamKmiec	Izzet	Keith Wilder Newyear	2-1	Chris Schmitt	2-0	FrancisDackleman	1-2	Ryan Bellamy	1-2	Andrew Frank	1-2	Grant Cullen	2-1	Ben Hunt	2-0	Stefan Vastek	0-2														
William Nemiroff	Sultai Beanstalk	Kieran MacDuff	0-2	Dan Miller	0-2	Tristen Pankake-Sieminski	2-1	Jeremiah Burr	2-1	morsaa	2-1	Carey Banyas	0-2	B Seftelus	2-1	Dustin Smith	0-2														
George Jabbour	W-U-B-R-G Sneak and Show	Henry Jaensch	2-1	Boston Schatteman	0-2	jamesheischman	1-2	Mark Nugent	2-1	Michael Ide	0-2	Gregorio Soriente	2-1	Patrick Demm	2-1	john mccarty	1-2														
Brad Palmerio	W-U-B-G Reanimator	lelandbliss	2-0	Oliver Higgins	0-2	EthanNeustadt	0-2	jonathanK1	2-1	JUSTIN RYAN	2-0	MaxHoose	1-2	Ameth123	0-2	Colron Chambers	2-1	BaldyKong	0-2												
Devin Rodgers	Sultai Doomsday	Tyler Carden	1-2	Tristen Pankake-Sieminski	2-0	Daniel FitzGibbons	2-0	Ameth123	0-2	Cameron Wisniewski	2-1	Jake Abernathie	0-2	Dusty Hoppe	2-1	Jack Kitchen	0-2														
Seamus Malley	Rakdos Painter	Christopher Borgerding	2-1	Jeffrey Zhang	0-2	Michael Sommercorn	0-2	scotti_bot	1-2	jonathanK1	2-0	Andrew Beldin	2-0	Mark Nugent	2-0	Wyatt Gibson	1-2														
Hudson Watkins	Sultai Beanstalk	kenton najdzien	0-2	Jack Simmons	1-2	Brenton Erman	2-1	NikMcGuiggan	1-0	Tristan Amini	2-0	zoidberg1003	2-1	Zack Chatel	1-2	TJ Raymore	0-2														
Colin Wu	Mono-Blue	Michael O'Malley	0-2	VolleyyelloV	2-0	Edward Whiteside	2-0	Omri Goldenberg	0-2	chalmersac	2-0	PL Boudreault	1-2	Terry Stratton	1-2	Dale Allen	2-1														
Daniel FitzGibbons	Bant Nadu Cradle Combo	Tristan Amini	2-1	Joshua Cronk	0-2	Devin Rodgers	0-2	Corey Williams	2-1	AmiH1	1-2	Cristian Sanchez	2-1	hebertmike	0-2	Donny Yeh	1-2	Jtro10	2-0												
Dan Nelson	Mono-White Mystic Forge Combo	Jacob Murray	0-2	Jackson Beeler	2-0	NikMcGuiggan	2-0	impico	1-2	Mike Farrell	2-0	Alexandre Masson	1-2	Dominic Vernazza	0-2	Peter Schmidt	0-2	Winston Wood	2-0												
jmatela	Mono-Green Lands	Jon Nickerson	0-2	PeytonStory	2-1	Eric Louison	2-1	UrPalAndrew	1-2	Rachel Feingersh	2-1	Max Garman	1-2	Ryan Eakins	1-2	Peter Graf	1-2	Oblivion462	2-1												
Kyle Dillon	W-U-B-G Eldrazi	Adam Sensenig	0-2	Sam Kahla	2-0	Ggeneras	2-0	jamesheischman	2-0	Jonathan Sakoi	1-2	KURT SHULTS	2-1	Tyler Milmine	0-2	David Daniel	1-2														
Peter Schmidt	Dimir	Chris Siroonian	1-2	Sean Stone-Ashe	0-2	Mark Burton	2-0	Yosef Harari	2-1	jtakron22	0-2	David Daniel	1-2	Jamie Davis	2-0	Dan Nelson	2-0	newnoobontheblock	0-2												
Richard Tyagi	Izzet Tempo	SavageDan	1-1	Ryan Kelly	0-2	Robert Aquino	2-1	Ilikefriends	2-0	Wylie Robbins Thorne-Thomsen	1-1	PonderingEmperor	1-1	Jack Simmons	1-2	Leland Machen	2-1	CoolMatt	0-2												
Jacob Gross	Dimir Tempo	Daniel Skutt	0-2	KURT SHULTS	0-2	ciscokid42	2-1	Owenter123	2-0	Jaron Haberstroh	1-2	David Srygley	2-1	Michael Conlin	0-2	Adam Twardowski	2-0	Neal Sacks	0-2												
Sean Stone-Ashe	W-U-B-G Cephalid Breakfast	Cameron Wisniewski	1-2	Peter Schmidt	2-0	Francis Perak	1-2	Michael Hennick	2-0	Reed Brace	2-0	Brandon Hulings	1-2	David McCune	1-2	OverSeasons	2-0	Donger	1-2												
Velgrim	U-B-R-G The EPIC Storm	John Chambers	1-2	SamE5	1-2	Skyler	2-0	Sullivan Brophy	2-1	Dale Allen	2-0	Josh Brown	2-0	Matt Orfanello	1-2	hrwk	1-2														
Ggeneras	Mono-White Mystic Forge Combo	KingSquee	2-1	Casey Steiner	0-2	Kyle Dillon	0-2	Reprintdarkritual	2-1	stonebone69	0-2	Tristan Amini	2-1	TonyPajamas	2-0	andrewslafreniere	1-2	ConnorFlickner	1-2												
David Situ	Mardu	namarzka	0-2	Benjamin Oakland	1-2	rozzerobc	2-0	DiegoWildenstein	2-0	Peter Graf	0-2	cid9090	2-1	Jonathan Savarese	2-1	Corbin Davis	0-2	Jason Reid	0-2												
logan margaritis	W-U-B-G Reanimator	ThePrinceofPauper83	0-2	JamieH	2-0	Jason Reid	1-2	Michael Grafton	2-0	Jason Morency	1-2	Chrissalvatore121	0-2	IronAge69	2-0	Nick Garbers	2-0	Colin Logan	0-2												
Ryan DeMarco	Mono-Red Eldrazi	Ramy Mansour	1-2	Noah landaira	0-2	David Srygley	2-1	Andrew Beldin	1-2	ShaH1	1-2	James Espinosa-mazuca	2-0	Hranderson	2-0	Connor McElhinny	2-0														
Fangshuo Cao	Sultai Beanstalk	Ander12	1-2	Sean Mahoney	2-0	PL Boudreault	1-2	Dan Kovacic	1-2	Austin Peoples	1-2	JamieH	2-1	Ryan McKiernan	2-0	Harlan Broughton	2-1	Ryan Bellamy	1-2												
Alex  Baker (Bigalbertbake)	Mono-Green Lands	Christopher Dobles	0-2	LongSammy	2-0	kurt benson	1-2	WadB	0-2	Corbin Davis	0-2	Yossi	2-0	Eric Louison	2-0	Marcus Davanzati	2-1	Trey Natili	0-2												
Kenny Royer	W-U-B-G Cephalid Breakfast	Casey Fuste	1-2	Jacob Bauer	2-0	cid9090	2-0	Terry Stratton	1-2	zoidberg1003	0-2	Ethan Duffy	2-0	phil205	2-0	maritlage2	1-2														
John shea	Dimir	erick sherman	2-0	Vincent Cichinski	1-2	TonyScapone	0-2	Ryan Freeburger	2-1	PaulG	2-1	Nosferatu Espinoza	0-2	Mjharbourne	2-0	Ford Jordan	1-2														
shortfatfriend	Mono-White Mystic Forge Combo	Andrew Sweeney	0-2	chalmersac	1-2	Harrison Masta	2-0	Zachary McAdoo	0-2	hunterdeno1	2-1	tullygarberg	2-1	Lunch Boxx	0-2	mrsherri	2-1	Casey Geist	0-2												
Peter Graf	W-U-B-G Reanimator	Jackson Roark	1-2	Lorkac	0-2	Benjamin Smith	2-0	David Marino	2-1	David Situ	2-0	Cole Gabel	1-2	Olivier Hamel	0-2	jmatela	2-1														
Harlan Broughton	Mono-Red Stompy	David Marino	2-0	Bill Comminos	1-2	Alex Bastecki	2-0	Peter Gustafson	1-2	Nosferatu Espinoza	0-2	Michael Mapson	2-1	David De Lucia	0-2	Fangshuo Cao	1-2	Daeyel	2-0												
David McCune	W-U-B-G Reanimator	John Grudzina	1-2	Aaron Kronick	2-1	kenton najdzien	1-2	Caleb Bell	2-0	peterkirk1	1-2	Ryan Copple	2-1	Sean Stone-Ashe	2-1	Alvin Gillo	1-2														
LongSammy	W-U-B-G Reanimator	Edward Whiteside	1-2	Alex  Baker (Bigalbertbake)	0-2	Smallss	0-2	Aaron Shaffer	2-0	Ian Drake	2-0	Ryan Peters	1-2	Christopher LaTourette	2-0	phil205	2-0	Kris Rhinehart	0-2												
DiegoWildenstein	Mono-Red	Benjamin Hartman	0-2	Jim Baxter	1-2	Ileclere87	2-1	David Situ	0-2	ddrogowski	1-2	Braichu	2-1	John Casale	2-0	ciscokid42	2-1	UBdentist	1-2												
josh_versus	Mono-White Death and Taxes	Jeremiah Burr	2-0	ERIC MARICH	2-0	Shawn Austin	0-2	Ian Washburne	0-2	Scott Waldron	0-2	Mark Stephens	2-1	James Lugo	2-0	rgreen42	1-2														
Josh Arnold	Izzet Tempo	Connor McElhinny	0-2	Connor McMillen	2-1	DayH	2-1	Kris Rhinehart	1-2	Spesnor	2-1	Kevin Brenneman	0-2	Kian Tanner	0-2	Jtro10	2-0	Benjamin Walko	1-2												
Vachonpe	Dimir	JeffChiu96	1-2	Benjamin Mason	2-0	Austin Wolf	0-2	Iman Motamed	2-1	ManaCrip	1-2	Patrick Greenfield	2-0	Karl Schulz	1-2	tullygarberg	1-2	Nick Garbers	2-1												
mikehank	Mono-White Mystic Forge Combo	JosK21	1-2	Corbin Davis	0-2	Blacklotus45	2-1	milez3486	1-2	Louis deVirgilio	2-0	jayfranklin	2-0	Ryan Mitchell	0-2	Francesco Consonni	2-1	Fastphotons	1-2												
Francesco Consonni	Mono-Red	Ryan Freeburger	1-2	Braichu	2-0	JUSTIN RYAN	0-2	Dominick Paolercio	1-2	Yossi	2-1	Jayson  Chandler	2-1	Daniel Kelton	0-2	mikehank	1-2	Matthew Radford	2-1												
Sonny Le	Jeskai Control	maritlage2	1-2	Aaron Shaffer	2-0	Kyle Montgomery	1-2	AndrewWa	1-2	shaun kocher	1-2	bdaza	2-0	Eric Copenhaver	2-1	SamE5	1-2	jtakron22	2-0												
phil205	Izzet Delver	Owen Schading	1-2	DJSeco	1-2	Colron Chambers	2-0	John Chambers	1-2	rmarmulstein	2-0	Romario Neto	2-1	Kenny Royer	0-2	LongSammy	0-2	Will Murray	2-0												
bdaza	W-U-B-G Cephalid Breakfast	Terry Stratton	1-2	paul lynch	1-2	Sam Kahla	2-1	Craig Roblyer	0-2	Michael Mcardle	0-2	Sonny Le	0-2	Cspace1	2-1	Matt Milligan	2-1	ForceofPhil	2-1												
OverSeasons	U-B-R-G Oops! All Spells	Ethan Wallace	2-0	rgreen42	0-2	Cristian Sanchez	0-2	Reno07	1-2	Harrison Masta	0-2	Cspace1	2-1	Draygen	2-0	Sean Stone-Ashe	0-2	Andrew Bailey	2-0												
Michael Conlin	Mono-White Mystic Forge Combo	Scopi	1-2	Zach Lotus	1-2	edinfante84	2-0	Josh Biladeau	0-2	AParkerK	2-0	Jamie Davis	2-1	Jacob Gross	2-0	Matthew Storie	0-2														
shaun kocher	Izzet Delver	Gabriel Sorci	0-2	Corey Mroz	0-2	Michael Mapson	2-0	Zach Wilson	0-2	Sonny Le	2-1	hebertmike	0-2	mrsherri	1-2	Junkie216	2-0	AshleyLovesPJs	2-0												
Eric Louison	Dimir Tempo	Emily Anders	1-2	Jason Schmidle	2-1	jmatela	1-2	Tristan Amini	1-2	James Connolly	0-2	Jeff Dellinger	2-0	Alex  Baker (Bigalbertbake)	0-2	Christopher LaTourette	2-0	mrsherri	2-0												
Sean Swain	Izzet Tempo	NikMcGuiggan	0-2	Matthew Radford	2-1	Tyler Milmine	1-2	Jiaxin Liu	0-2	Kenneth Frye	2-0	UBdentist	1-2	Andrew Hampton	2-0	nivax	0-2	Eric Copenhaver	2-1												
Theodore Lockman	Izzet Delver	edinfante84	2-0	Daphex	2-1	Anderson  LeClair	1-1	wcmatson	1-1	cmwilson252	1-2	Justin Barkey	2-1	Sasquatch1313	0-2																
Baiowulf	W-U-B-G Reanimator	Pedro Perrini	2-0	christopher desa	1-1	TonyPajamas	1-1	Sagheer Faiz	0-2	Tyler Nehlig	2-1	bm215226	2-1	Wylie Robbins Thorne-Thomsen	1-2																
Tony Murata	Mono-Green Cloudpost	Joshua Smith	2-1	Michael O'Malley	1-2	Alec Wilson	2-0	Chris Chauvet	1-2	George Magee	0-2	McCready213	1-2	Michael Mcardle	2-0	TonyPajamas	0-0	Patrick Owens	0-0												
Sagheer Faiz	Bant Nadu Midrange Combo	Cameron Martinez	1-1	Brandon Chang	2-0	Scopi	1-1	Baiowulf	2-0	wcmatson	0-2	Wylie Robbins Thorne-Thomsen	0-2	Adam Twardowski	2-0																
TonyPajamas	Sultai Beanstalk	ahg113	1-1	Cameron Martinez	2-0	Baiowulf	1-1	Nivix27	0-0	daburton84	0-2	Grant Yoon	2-0	Ggeneras	0-2	Tony Murata	0-0	Ryan McKiernan	0-0												
Devin Slater	W-U-B-G Cephalid Breakfast	UrPalAndrew	2-1	Mario Martinez	2-0	Ben Hewitt	1-2	Bill Li	0-2	Michael Hemman	1-1	Benjamin Dunk Kostecki	2-1	J W	1-2																
PeterColoyan1	Mono-Green Cloudpost	Hunter Leavitt	2-0	mike_long	2-0	Gabe Hoppe	2-0	LeianXu	1-1	Pieter Tubergen	0-2	christopher desa	0-2	Ryan Jiang	1-2																
Marland Moore	Unknown	Stevesabia	2-0	Michael Hennick	2-1	legacygamingkc	1-1	sparisien89	2-0	rlesko	1-2	ethantc1999	1-2	Brandon Chang	0-2																
Sean Kelloff	Bant Nadu Midrange Combo	Dan Kovacic	2-0	jscamihorn	1-0	Paul Raynes	0-2	Tyler Klein	2-0	Daniel Sommerfeld	0-2	Trevor Sharp	1-2	Dale Hall	1-1	Patrick Weiss	0-2														
MrFringe89	Rakdos Painter	cmwilson252	1-1	ahg113	2-0	Arjun Talpallikar	1-2	David Hoang	2-1	Wizard_Dueler	0-2	Matthew Ivans	2-1	sparisien89	1-2																
Christopher Dobles	Dimir Tempo	Alex  Baker (Bigalbertbake)	2-0	Joseph Watson	2-1	Mcaster	3-0	Connery Knox	1-1	legacygamingkc	0-2	James Pogue	1-2	Logan Hsia	0-2																
EriY1	Dimir Tempo	JVKasenchak	2-0	Jimirynkmtg	1-2	Logan Hsia	1-1	Scopi	2-1	Joseph Hunt	1-2	jake pearlmutter	1-2	Ryan Copple	2-1	Matthew Ivans	1-2														
Jakob Thomas	W-U-B-G Reanimator	Steven Borakove	1-2	ZFast	2-0	Jonathan Sakoi	0-2	indomitable	1-1	Ilikefriends	2-0	kyle Clementino	2-0	Kai Bengston	0-2	Lorkac	1-2	Derek Shank	0-2												
Brady Munroe	Bant Nadu Midrange Combo	codyphillips1991	2-1	David Sittinger	0-2	darkpck2	1-2	Andrew Sweeney	2-1	Justin Ouellette	2-1	peterkirk1	0-2	rgreen42	1-2	Chris Schiber	0-0														
Dale Hall	Mardu	Mason Bellamy	2-1	Ryan Peters	2-1	Evan Timmons	0-2	Shaun Sunkara	1-2	Will Wu	2-1	Miguel Chavez	0-2	Sean Kelloff	1-1	ahg113	1-2	Ryan Kelly	0-2												
Chris Schiber	W-U-B-G Reanimator	RobinH	1-2	MoB	2-1	chalmersac	1-2	jscamihorn	0-2	Jaime Herzog	2-1	Harrison Masta	2-1	Kyle Montgomery	1-2	Brady Munroe	0-0														
Ryan McKiernan	W-U-B-G Reanimator	Logan Hsia	0-2	Mark Stephens	2-1	ethantc1999	1-2	DJSeco	2-1	Nivix27	1-2	Evran Aksoy	1-2	Fangshuo Cao	0-2	Jeff Dellinger	2-0	TonyPajamas	0-0												
Michael Wood	W-U-B-G Cephalid Breakfast	Parker Southwick	0-2	Patrick Owens	1-1	Matt Milligan	2-0	Matt Alden	1-2	James Robertson	2-0	vanillaDI	2-0	SLEEKYx16	1-2																
jake pearlmutter	Jeskai Stiflenought	ajmyshack	1-1	jdinnan08	2-1	Wylie Robbins Thorne-Thomsen	0-2	Patrick Owens	0-2	Theodore Ciccozzi	2-1	EriY1	2-1	Stephen Green	1-2																
DankR1tual	Golgari Lands	Chris Neuteboom	1-2	Ben Hunt	0-2	Andrew Egan	2-0	Lee Curtis	0-2	Skyler	2-0	Ian Russell	1-2	MTGXiphos	2-1	RedTheReckless	1-1	SpiffyPaige13	0-2												
Robert Aquino	Rakdos Beanstalk	Tim Willinger	1-2	Hunter Leavitt	1-1	Richard Tyagi	1-2	Gallo0	2-1	Matthew Ivans	1-2	Eric Shutter	2-0	Ryan Kelly	1-2	vanillaDI	1-2	Justin Ouellette	2-1												
RedTheReckless	W-U-B-G Cephalid Breakfast	jscamihorn	0-2	David Marchese	0-2	Kenneth Frye	1-2	Braichu	2-0	asapsalt	1-2	James Hadley	2-0	Kevin Jones	2-1	DankR1tual	1-1	vanillaDI	1-2												
Angelo Corsi	W-U-B-G Cephalid Breakfast	Scott Blumenthal	0-2	John Hruby	2-0	dukevitro	2-0	Jaeseok Cho	1-2	Jeremy Woods	2-0	George Magee	1-2																		
Jared McCall	Jund Goblins	MATTHEW DICKERSON	2-1	Arjun Talpallikar	2-1	Parker Southwick	2-0	Ben Fraley	1-2	Brian Swanson	1-2	Michael Darcy	0-2	David Daniel	1-2																
Shawn Austin	Rakdos Painter	Jaeseok Cho	2-0	Bill Li	2-1	josh_versus	2-0	Shadowuni	0-2	Timothy Stephens	1-2	Ford Jordan	0-2	Sia	1-2																
Jon Nickerson	Jeskai	jmatela	2-0	Dan Atkins	0-2	Kiet Ngo	0-2	TimWilder	2-1	Hranderson	2-0	Stefan Vastek	0-2																		
Alex Koblish	Simic	Zac Clark	2-1	Jonathan Chu	2-0	Ander12	0-2	Robert Hayes	2-1	Adam Barnett	1-2	Matt Orfanello	0-2	Eugene Freeman	0-2																
Alex Fiergang	Grixis Tempo	James Robertson	2-1	gbabcock13	2-0	David Barentsen	1-2	David De Lucia	2-0	David Tobias	1-2	Andrew Frank	0-2	BaldyKong	0-2																
Dalton Metelsky	Mono-Red	Ethan Mcgillis	1-2	Michael Sofia	2-0	ERIC MARICH	2-1	P0stalweight	0-2	cory deroos	2-1	Very_Disappointed	0-2	Chris Neuteboom	1-2																
ace holidayy	Selesnya Depths	SteB33	2-0	Robert Hayes	0-2	Robert Arrington	2-1	faultedform	0-2	Stefan Vastek	1-2	Jiaxin Liu	2-0	Jack Kitchen	0-2																
Victor Costa	Izzet Delver	Ameth123	2-1	BoshNRoll_Brian	2-1	Josh Coffey	0-2	Amiracle	1-2	Jared Engelberth	2-1	Colin Logan	0-2	TheLegend27	0-2																
Trevor Shymske	Grixis Control	Justin 'IamActuallyLvL1' Gennari	0-2	Dom Murgo	2-1	Mario Martinez	2-1	Isaac Sherman	2-0	David Sittinger	0-2	Zack Chatel	0-2	Andrew Yu	1-2																
Logan Courtright	Izzet Tempo	MoB	2-1	Donny Yeh	2-1	Warren Cocke	1-2	Alexandre Masson	0-2	TonyScapone	0-2	Stevesabia	2-0	NRaupp	0-2																
Connor McElhinny	W-U-B-G Cephalid Breakfast	Josh Arnold	2-0	Isaac Morgan	1-2	milez3486	2-1	Emily Anders	2-0	Tyler Milmine	0-2	Michael O'Malley	0-2	Evan Jasinkiewicz	1-2	Ryan DeMarco	0-2														
Steve Rogers	Dimir	Romario Neto	2-1	Sasquatch1313	1-2	Tommy Wray	2-1	Neal Sacks	2-1	Michael Swailes	1-2	Eric Hadam	0-2	Dan Miller	1-2																
Omri Goldenberg	Izzet Delver	Zach_Laska	2-1	Andrew Frank	2-0	Boston Schatteman	0-2	Colin Wu	2-0	Pedro Perrini	1-2																				
Casey Steiner	Izzet Tempo	Jason Schmidle	2-0	Ggeneras	2-0	PatrickVincent	1-2	JeffChiu96	0-2	David Daniel	2-0	Evan Timmons	1-2	bm215226	1-2	mark kitchenman	1-2														
Nivix27	Jeskai Control	JamesKisau	1-1	SavageDan	2-1	cmwilson252	1-1	TonyPajamas	0-0	Ryan McKiernan	2-1	Jonathan Rojo	0-2	Fastphotons	1-2																
Colton Sandford	Mono-Blue	AndrewWa	2-1	Sam Castrucci	0-2	Alec Hale	1-2	chrisdew4	2-0	Dusty Hoppe	2-1	Dylan Carr	0-2																		
Mayflower159	W-U-B-G Reanimator	newnoobontheblock	2-1	Kinan Abouzelam	2-0	Kellan Drogowski	1-2	Pedro Perrini	0-2	Lucas Wade	0-2	DrewbieMaxim	2-1	Stephen Dupal	0-2																
Isaiah Bullock	Mono-Blue Stiflenought	Ilikefriends	2-1	Daniel Starr	2-0	JaajWiiw	1-2	Jared Engelberth	2-0	Ken Ryan	1-2																				
toughgoose	W-U-B-G	Joe Leone	2-1	Justice Wright	1-2	Gabriel Sorci	2-0	DarthSyhr	2-0	Alec Hale	1-2	Phil Williams	1-2	Christopher Watson	0-2	Benjamin Walko	0-2														
remi bouchard	W-U-B-R-G Sneak and Show	Tad Gibson	1-2	Jeffrey Hickle	2-0	Jayson  Chandler	2-1	James Schlott	1-2	Zac Clark	2-1	Ian Washburne	0-2	Samantha Murphy	1-2																
Alan Donoho	Orzhov Tempo	Gregory Berlinrut	2-1	Matthew Storie	0-2	Julian Jakobovits	1-2	Joe Leone	2-1	Robert Hayes	0-2	Billdozer1547	2-0	Dakota Madden-Fong	1-2																
Nathan Bingham	U-B-R-G The EPIC Storm	joseph melville	2-1	Benny Zeoli	0-2	Dakota Madden-Fong	2-1	Daniel Skutt	0-2	TJ Raymore	0-2	Brandk	2-0	y2fae	0-2																
Cody Colston	W-U-B-G Reanimator	Gerkenjv	2-1	James Schlott	0-2	Scott Metzger	2-0	Dylan Carr	1-2	Alvin Gillo	1-2	ForceofPhil	2-0	Max Gilmore	1-2																
Ian Files	Jeskai Control	mike_long	0-2	codyphillips1991	1-2	Michael Colonel	2-0	Justin Vandiver	2-0	nickrainey	2-0	Laurent GADCHAUX	1-2	Rlemay	0-2																
Dusty Hoppe	Izzet Delver	Matt Gausebeck	2-1	Hank Zhong	1-2	Austin Peoples	2-0	george efelis	0-2	Colton Sandford	1-2	Daeyel	2-0	Devin Rodgers	1-2																
McCready213	Bant Nadu Midrange Combo	David Galperin	2-1	Daniel Sommerfeld	1-2	Ryan Eakins	0-2	maritlage2	1-2	Tim Currence	3-0	Tony Murata	2-1	zoidberg1003	0-2																
bradg222	W-U-B-G Reanimator	RizhengSun	2-1	Harry Hackett	0-2	Day2check	1-2	Alex Sargent	2-1	Suz Souza	2-0	James Schlott	0-2																		
Camron Jolley	W-U-B-G Cephalid Breakfast	DeMario	2-1	Camari Bolger	1-2	James Lugo	2-1	Harry Hackett	0-2	Vale Trujillo	2-1	hrwk	1-2	Joseph Watson	0-2																
Kevin Allen	U-B-R-G The EPIC Storm	Kevin Van	2-1	Eric Copenhaver	2-1	Ramy Mansour	1-2	David Marchese	0-2	milez3486	2-1	Edward Wightman	1-2																		
Stephen Lewis	W-U-B-G Nadu Midrange Combo	Ben Fraley	0-2	Benjamin Smith	2-1	Zach Wilson	2-0	Quinn Dominick	0-2	codibus	2-0	Bill Li	0-2	Tyler Hawk	0-2																
Andrew Bailey	Sultai Beanstalk	Jimirynkmtg	0-2	Marcus Davanzati	2-0	M0nkeiz25	2-0	Zac Clark	2-0	Daniel Skutt	1-2	DarthSyhr	1-2	James Adams	0-2	CoolMatt	1-2	OverSeasons	0-2												
impico	Orzhov Death and Taxes (Yorion)	OfficerZero	2-0	vanillaDI	0-2	mike_long	2-1	Dan Nelson	2-1	john mccarty	1-2	dukevitro	0-2	Nathan AndersonStahl	1-2																
kenton najdzien	Mono-Red Eldrazi	Hudson Watkins	2-0	Tyler Hawk	1-2	David McCune	2-1	Kemper Pogue	1-2	Lee Curtis	1-2	John Dickerson	2-1	nickrainey	1-2																
Harrison lorenc	Naya Depths	Justice Wright	1-2	Rob Redoak	2-0	Matthew Ivans	2-0	Stevesabia	2-1	Josh Coffey	1-2	TJ Raymore	0-2	Michael Sommercorn	1-2																
Austin Wolf	Dimir Tempo	hopefulcd	2-0	Ryan Jiang	0-2	Vachonpe	2-0	MTGXiphos	2-1	Peter Gustafson	1-2	Sam Higgins	0-2	jasonmitro	1-2																
Colin Lugo	Mono-White Mystic Forge Combo	Ben Hewitt	0-2	goitment	2-0	Stephen Seliskar	1-2	HarlequinZERO	2-0	Evan Johnson	2-1	Tyrell Kizer	0-2																		
Reno07	W-U-B-R-G Sneak and Show	Leland Machen	1-2	Hart Horton	1-2	Tyler Sykes	2-1	OverSeasons	2-1	WadB	2-0	Mario Martinez	0-2	Zach Lotus	0-2																
Ian Drake	Bant Nadu Midrange Combo	Mark Stephens	2-1	Ken Ryan	0-2	Michael Weaver	0-2	David Galperin	0-2	LongSammy	0-2	Billy S	2-0	thewrathchilde	2-1																
Daniel Starr	W-U-B-G Cephalid Breakfast	Justin Vandiver	2-1	Isaiah Bullock	0-2	Suffers	2-0	Lirek Kulik	1-2	Robert Wilson	0-2	Dan Ford	2-0	Patrick O'Reilly	0-2	Mark Turner	1-2														
