Player	Archetype	Round 1		Round 2		Round 3		Round 4		Round 5		Round 6		Round 7		Round 8		Round 9		Round 10		Round 11		Round 12		Round 13		Round 14		Round 15	
BoshNRoll_Brian	Dimir Tempo	James Espinosa-mazuca	2-1	Victor Costa	1-2	Zachary Maddox	2-0	jbconley	2-1	Bill Li	2-0	David Barentsen	2-1	Dan Atkins	1-2	Eric Hadam	2-0	ZeeSeeKay	1-2	David Galperin	2-0	Chris Chauvet	2-1	Isaac Morgan	0-2	Yackobo1421	1-2	Anthony Brown	2-1	DrakeHoness	0-2
Jeff Jao	Gruul	Benrichard	2-0	Gabriel Sorci	2-1	Gabriel Balannik	0-2	Eric Hadam	0-2	Josh Biladeau	2-1	Jack Kitchen	2-0	William Greenwood	2-1	ajmyshack	2-0	dukevitro	1-2	Julian Jakobovits	1-2	Michael Ide	1-2	Tyrell Kizer	2-1	Aced5	2-1	Jeffrey Kramer	1-2	Zack Kerkman	2-0
Matthew Kunze	Izzet Tempo	DayH	2-0	Matthew Whittle	1-2	Billdozer1547	2-0	Cristian Sanchez	2-0	AlexanderGrosshans	2-0	Yackobo1421	1-2	Cameron ramsay	2-1	Brennan Creasap	0-2	Benny Zeoli	2-1	Ronald Norton	2-1	faultedform	0-2	Tad Gibson	2-1	Sam Castrucci	2-0	arlin bonfiglio	0-2	Alvin Gillo	0-2
george efelis	Rakdos Painter	Dominic Vernazza	0-2	MATTHEW DICKERSON	2-0	Ryan Freeburger	2-1	Dusty Hoppe	2-0	Stefan116520	2-1	Zack Kerkman	0-2	Andrew Frank	2-1	Thomas Genzman	1-2	Alec Wilson	2-0	Jonathan Sakoi	1-2	Parker Southwick	2-0	y2fae	2-1	Amiracle	0-2	Miguel Chavez	2-0	Jeffrey Kramer	1-2
Charlie Arto	Mono-White Mystic Forge Combo	Kellan Drogowski	0-2	Mark Burton	2-1	jbconley	0-2	Andrew Mathes	2-1	Scott Metzger	2-1	Kemper Pogue	0-2	Adam Grosse	2-0	BaldyKong	2-0	TimWilder	2-0	Kieran MacDuff	0-2	Bill McNeil	2-1	nickrainey	0-2	Daniel Skutt	2-1	Jacob Milchman	1-2	Emily Anders	2-1
David Daniel	Mardu	Anthony Valentine	0-2	LandisA	2-1	TimBartlett	2-0	Jessy Hefner	1-2	Casey Steiner	0-2	Peter Schmidt	2-1	Jared McCall	2-1	Kyle Dillon	2-1	Michael Swailes	2-0	Daniel Skutt	1-2	Harry Hackett	2-1	Brennan Creasap	2-1	Ben Hewitt	1-2	MaxHoose	1-2	TJ Raymore	2-0
David Galperin	Boros Initiative	McCready213	1-2	Justin Ouellette	2-1	Eugene Freeman	0-2	Ian Drake	2-0	Mcaster	2-1	M0nkeiz25	2-1	Blaise Koehler	2-1	Christian Fuller	2-1	Ken Ryan	0-2	BoshNRoll_Brian	0-2	Daniel Kelton	2-0	Robert Hayes	1-2	Gregory Berlinrut	2-0	Ben Fraley	1-2	Chris Chauvet	2-0
y2fae	W-U-B-G Reanimator	Noah Hippensteel	1-2	Robert Arrington	1-2	Brandon Ngo	2-0	IronAge69	1-2	giZmo00100	2-1	Andrew Mathes	2-0	Nathan Bingham	2-0	Trey Natili	2-1	David Sittinger	2-1	Jeffrey Kramer	2-0	James Schlott	1-2	george efelis	1-2	llmcfadde	2-0	Sam Castrucci	1-2	SLEEKYx16	2-0
Daniel Kelton	Mono-Red Stompy	Kelvin Wallace	1-2	Gregory Berlinrut	1-2	Frankie Woofter	2-0	BradyWatkins	2-0	Andrew Hampton	2-0	Caleb Devany	0-2	Francesco Consonni	2-0	daburton84	2-1	Michael O'Malley	2-1	andrewslafreniere	0-2	David Galperin	0-2	WBASnowman	2-0	Brian Swanson	2-0	paul lynch	2-1	rlesko	0-2
ethantc1999	Azorius Stiflenought	Chris Doherty	2-0	Tony Morris	1-2	Ryan McKiernan	2-1	Jacob Milchman	2-1	Sasquatch1313	1-1	Marland Moore	2-1	Joseph Hunt	2-0	ThePrinceofPauper83	2-1	KevinNam	2-0	Kyle Dorgan	0-2	Charles Noyce	0-2	Logan Hsia	2-1	Sam Higgins	1-2	Alex Yatsenko	0-2	JamesKisau	0-0
LeianXu	Izzet Delver	Amaru	2-0	Jean-Philippe Goyet	2-0	Ross Berkowitz	2-0	PeterColoyan1	1-1	Connery Knox	2-1	Bill Comminos	1-0	RobinH	2-1	Roland Chang	0-2	PatrickVincent	0-2	Eric Ratkowski	1-2	KevinNam	2-1	Jonathan Rojo	1-2	Anderson  LeClair	1-2	doejurko	0-2	Bill McNeil	1-0
David Tobias	Izzet Tempo	dukevitro	2-1	Billdozer1547	2-0	Thomas Genzman	0-2	Sia	2-0	Alex Fiergang	2-1	Max Deresh	2-1	Clair Bigelow	0-2	Tyler Milmine	2-0	Chris Siroonian	0-2	nickrainey	0-2	kwschlosser	1-1	Reuben Musselman	2-1	doejurko	2-0	varelandrew	1-2	KevinNam	1-2
doejurko	W-U-B-G Cephalid Breakfast	Hunter Schreifels	2-1	nivax	2-0	Trevor Cordingley	0-2	Joseph Watson	2-0	Tom Nelson	2-0	Mike Jones	2-0	Daniel Sommerfeld	0-2	GrahamOliver	2-1	MaxHoose	2-0	Sam Lowe	1-2	Sam Higgins	1-1	PatrickVincent	1-2	David Tobias	0-2	LeianXu	2-0	kwschlosser	0-2
Matthew Vook	W-U-B-G Reanimator	Zach Lotus	2-0	Sam Higgins	2-0	Ian Ouellette	2-0	Daniel Sommerfeld	2-0	MatP21	2-1	Justice Wright	2-0	Jon Barber	1-2	Ross Berkowitz	1-2	George Magee	0-2	Taylor Herfindahl	2-0	hrwk	0-2	Brian Swanson	2-0	Gabe Hoppe	0-2	Niklas Holtmann	1-2	Anderson  LeClair	0-2
Kyle Dorgan	Rakdos Ad Nauseam Tendrils	Bill McNeil	2-0	Adam Kulp	2-1	Oren Shoemaker	2-0	Carter Hewitt	2-0	Shadowuni	1-2	Daniel Skutt	1-2	Mike Jones	2-0	Tyler Klein	2-0	Jakob Heckert	2-0	ethantc1999	2-0	Camari Bolger	0-2	faultedform	0-2	nickrainey	0-2	Nosferatu Espinoza	1-2		
llmcfadde	W-U-B-R-G Sneak and Show	Ryan Eakins	2-1	John Dickerson	2-1	Justin 'IamActuallyLvL1' Gennari	2-0	Jacob Murray	1-2	Ryan Mullens	2-1	Tom Basketball	2-0	Dan Staub	0-2	Stefan116520	2-1	Tommy Wray	0-2	hrwk	1-2	FrancisDackleman	2-0	Ben Hewitt	1-2	y2fae	0-2	Daniel Skutt	2-1	David Barentsen	1-2
matthieu dupuy	W-U-B-G	Parth Brahmbhatt	2-0	Owen Krueger	2-0	Khurtz11	2-0	Max Garman	2-1	Spencer Asral	2-0	Ben Fraley	2-0	Paul Raynes	1-2	Dan Atkins	2-0	Jay Wojciechowski	2-1	Shadowuni	0-2	Avi Lessure	1-2	hrwk	0-2	Jonathan Rojo	0-2				
Trevor Cordingley	Mono-Red Stompy	Oblivion462	2-0	Robert Wilson	2-0	doejurko	2-0	Michael Puchkov	1-2	Christopher Wessel	2-0	Julian Jakobovits	2-1	Jonathan Sakoi	1-2	Cole Gabel	2-0	Max Dore	2-0	RizhengSun	1-2	Mario Martinez	1-2	Lirek Kulik	1-2	Ryan Mullens	1-2	Stefan116520	1-2	Daniel Sommerfeld	2-1
Patrick Green	Bant Nadu Midrange Combo	Michael Mapson	2-1	Day2check	2-0	Jacob Milchman	2-1	Gabriel Balannik	2-0	Jakob Heckert	2-0	Shadowuni	0-2	P0stalweight	1-2	Eric Swanson	2-0	arlin bonfiglio	2-1	Spencer Asral	0-2	MatP21	1-2	Ronald Norton	2-1	Samantha Murphy	1-2	Max Dore	0-2	Ander12	0-2
Anthony Brown	U-B-R-G Oops! All Spells	Christopher LaTourette	0-2	stonebone69	2-1	tullygarberg	2-1	hrwk	2-1	Christopher Watson	2-1	Avi Lessure	2-0	Wyland Tregear	0-2	SLEEKYx16	1-2	Very_Disappointed	2-0	MaxHoose	2-1	Thomas Genzman	0-2	Stephen Dupal	2-1	Laurent GADCHAUX	1-2	BoshNRoll_Brian	1-2	MarkDriscoll	0-2
paul lynch	W-U-B-G Reanimator	Johan Larsson	1-2	bdaza	2-1	Andrew Sweeney	2-1	zoidberg1003	2-1	Brennan Creasap	1-2	darkpck2	2-1	hrwk	2-0	Timothy Stephens	2-0	Devin Reilly	1-2	Ben Hewitt	2-1	Amiracle	2-1	Dan Staub	0-2	George Magee	0-2	Daniel Kelton	1-2	Ken Ryan	0-2
Zachary McAdoo	Bant Nadu Midrange Combo	jonathanK1	2-1	Jacob Milchman	1-2	ManaCrip	1-2	shortfatfriend	2-0	Ryan Peters	2-0	Dominic Monfre	2-0	Ryan Mullens	2-0	Jaron Haberstroh	2-0	Sergei Pourmal	0-2	AmiH1	2-1	nickrainey	2-1	Chris Siroonian	1-2	James Hickle	1-2	Hart Horton	1-2		
Ross Krueger	Mono-Green Lands	Lee Curtis	2-1	jbconley	2-1	Daniel Zlatkin	2-1	Jay Wojciechowski	0-2	Zach Stamper	2-1	Treebeard3	2-1	Beau Barnette	2-0	cmwilson252	1-2	Robbie_2	1-2	Jacob Milchman	2-0	Boston Schatteman	0-2	George Magee	1-2	KevinNam	1-2	Aced5	2-0	Devin Reilly	0-2
Justin 'IamActuallyLvL1' Gennari	Dimir Tempo	Trevor Shymske	2-0	John Casale	2-0	llmcfadde	0-2	kurt benson	2-1	Max Gilmore	2-0	Jimirynkmtg	2-0	Isaac Morgan	0-2	Ethan Wallace	2-1	Jaeden Woltjer	1-2	Harry Hackett	2-1	Julian Jakobovits	1-2	Niklas Holtmann	0-2	Stephen Dupal	2-1	Alvin Gillo	0-2	Aaron Smith	1-2
Khurtz11	Dimir Stiflenought	Olivier Hamel	2-1	Scott Blumenthal	2-0	matthieu dupuy	0-2	LukeM2	2-0	Ian Washburne	2-1	Kelvin Wallace	0-2	Max Deresh	2-0	David Sittinger	2-0	Pieter Tubergen	0-2	Alexandre Masson	0-2	Collin Bornhoft	2-1	TJ Raymore	2-0	Tyler Klein	0-2				
Jason Smith	W-U-B-G		Bye	Christopher Brill	2-0	Taylor Herfindahl	0-2	Mason Hoose	2-1	Steven Borakove	0-2	James Hickle	0-2	goitment	2-0	Josh Brown	2-0	Ethan Wallace	2-1	Ethan Dunn	0-2	Joshua Cronk	0-2	Caleb Devany	2-0	Jonathan Sakoi	2-1	Jake Abernathie	0-2		
Jakob Heckert	Rakdos Painter	Dom Murgo	2-1	Chad Phillip Hewitt	2-0	Peter Gustafson	2-0	AlexanderGrosshans	2-0	Patrick Green	0-2	Benjamin Landers	2-1	Pieter Tubergen	2-0	Giovanni Alberty	1-2	Kyle Dorgan	0-2	Michael Darcy	2-0	Zack Kerkman	2-0	Michael Puchkov	1-2	JamesKisau	0-2				
Miguel Chavez	W-U-B-G Cephalid Breakfast	chalmersac	2-1	Kelvin Wallace	0-2	Sam Higgins	2-0	gjumes	2-1	Christopher Borgerding	1-2	Dale Hall	2-0	Chad Uzzell	0-2	cory deroos	2-0	hebertmike	2-0	Owen Schading	2-0	TarenD	0-2	Jacob Milchman	2-1	Alexandre Masson	1-2	george efelis	0-2		
UrPalAndrew	Dimir Tempo	Devin Slater	1-2	Michael Mapson	2-0	pmelies	2-1	jmatela	2-1	Kris Rhinehart	2-1	MarkDriscoll	2-1	Jeremy Cairl	2-1	Michael Puchkov	0-2	Sam Higgins	0-2	Jonathan Rojo	0-2	Jacob Milchman	0-2	Jeffrey Kramer	0-2	Tyrell Kizer	2-1	Zack Kerkman	1-2	Aced5	2-0
Stefan116520	Mono-White Mystic Forge Combo	James Hadley	2-0	kurt benson	2-0	Ryan Mitchell	2-0	Isaac Morgan	1-2	george efelis	1-2	gjumes	2-0	Bill McNeil	2-0	llmcfadde	1-2	Skyler Preedy	2-1	Boston Schatteman	0-2	Mark Hollaar	1-2	Michael Darcy	0-2	Michael Sofia	2-0	Trevor Cordingley	2-1	Ryan Mullens	0-2
Jaron Haberstroh	Dimir Tempo	vanillaDI	1-2	nickrainey	0-2	Jtro10	2-0	Kevin Van	2-1	Jacob Gross	2-1	Jack Yudt	2-0	Smallss	2-1	Zachary McAdoo	0-2	Matthew Storie	2-1	Steven Porter	2-1	Brennan Creasap	2-1	Jesse Inman	0-2	Anthony Valentine	1-2				
Daniel Skutt	Esper	Jacob Gross	2-0	Pieter Tubergen	0-2	Jonathan Reynolds	2-1	Nathan Bingham	2-0	Andrew Bailey	2-1	Kyle Dorgan	2-1	Ben Fraley	1-2	varelandrew	0-2	Tyler Milmine	2-1	David Daniel	2-1	Kemper Pogue	0-2	Robert Arrington	1-2	Charlie Arto	1-2	llmcfadde	1-2	WBASnowman	2-1
Zack Kerkman	Dimir Tempo	Matthew Falchetti	1-2	James Espinosa-mazuca	2-0	Marco Ordoñez	2-1	Chad Phillip Hewitt	2-0	CoolMatt	2-0	george efelis	2-0	codyphillips1991	2-0	Jacob Murray	0-2	Jonathan Rojo	2-1	Ben Fraley	1-2	Jakob Heckert	0-2	Chris Chauvet	1-2	TJ Raymore	1-2	UrPalAndrew	2-1	Jeff Jao	0-2
Brian Swanson	W-U-B-G Cephalid Breakfast	Robin Mannas	2-1	morsaa	2-0	Christian Fuller	1-2	DrunkHydra	2-1	Jared McCall	2-1	Jeffrey Zhang	2-0	MatP21	0-2	Joshua Cronk	2-1	MatthewB3	1-2	Tad Gibson	1-2	Lucas Wade	2-0	Matthew Vook	0-2	Daniel Kelton	0-2	Daniel Sommerfeld	2-0	Ethan Mcgillis	1-2
Emily Anders	Jeskai Control	Eric Louison	2-1	Chris Siroonian	0-2	Henry Jaensch	2-0	Connor McElhinny	0-2	Eric Copenhaver	2-1	Ryan Eakins	2-1	Jason Morency	2-0	MatthewB3	1-2	Cole Gabel	2-1	Nosferatu Espinoza	1-2	DrakeHoness	1-2	Daniel Sommerfeld	2-0	Michael Darcy	1-2	WBASnowman	2-1	Charlie Arto	1-2
TJ Raymore	W-U-B-G Cephalid Breakfast	malarblackops	2-0	Jake Rutkowski	1-2	William Lerch	2-1	Trey Natili	1-2	Nathan Bingham	2-0	Harrison lorenc	2-0	George Magee	1-2	Hudson Watkins	2-0	Oren Shoemaker	2-0	JaajWiiw	1-2	Michael Darcy	2-0	Khurtz11	0-2	Zack Kerkman	2-1	Oliver Higgins	1-2	David Daniel	0-2
SLEEKYx16	W-U-B-G Reanimator	Mikecoughlan	2-1	William Greenwood	0-2	Isaac Sherman	0-2	Ryan Ascott	2-0	Mark Turner	2-1	EthanNeustadt	2-0	Michael Wood	2-1	Anthony Brown	2-1	Tom Hertfelder	1-2	Parker Southwick	2-0	Justice Wright	1-2	MaxHoose	0-2	Hart Horton	0-2	Patrick O'Reilly	2-0	y2fae	0-2
Chris Chauvet	U-B-R-G Oops! All Spells	calimaz00	2-0	Marco Ordoñez	2-1	Mark Hollaar	0-2	Tony Murata	2-1	Troy Warrington	0-2	Stephen Seliskar	1-2	John Grudzina	2-0	Dominic Monfre	2-1	Nam Dang	2-1	Michael Sofia	2-0	BoshNRoll_Brian	1-2	Zack Kerkman	2-1	Kelvin Wallace	1-2	Evan Jasinkiewicz	1-2	David Galperin	0-2
Caleb Devany	W-U-B-G Reanimator	Corey Mroz	2-1	Amiracle	0-2	WBASnowman	1-2	Juanmanuel Angulo	2-0	mrsherri	2-1	Daniel Kelton	2-0	Ronald Norton	1-2	Mason Hoose	2-1	Cameron ramsay	2-1	Max Dore	1-2	Ben Hewitt	1-2	Jason Smith	0-2	Daniel Sommerfeld	0-2	Lucas Wade	2-1	Gregory Berlinrut	2-0
Bill McNeil	Mono-Green Lands	Kyle Dorgan	0-2	Joshua Smith	2-0	James Connolly	2-0	Jason Song	0-2	Ben Wernberg	2-0	DrunkHydra	2-1	Stefan116520	0-2	Tyler Hawk	2-0	Kellan Drogowski	2-0	Aced5	0-2	Charlie Arto	1-2	willdotcom	2-0	Jacob Milchman	0-2	Michael Sofia	2-1	LeianXu	0-1
James Pogue	W-U-B-G Reanimator	faultedform	0-2	mark kitchenman	2-1	Corey Mroz	2-0	Carey Banyas	2-0	Kai Bengston	1-1	Christopher Dobles	2-1	christopher desa	2-0	PatrickVincent	1-2	Spencer Warburton	2-1	Anderson  LeClair	1-2	Reuben Musselman	2-0	Sam Higgins	0-2	ThePrinceofPauper83	0-2	Michael Darcy	0-2		
Logan Hsia	Unknown	Ryan McKiernan	2-0	Joshua White	1-2	EriY1	1-1	Tyler Nehlig	2-1	Patrick Owens	2-1	wcmatson	0-2	Christopher Dobles	2-0	Kai Bengston	2-0	J W	2-1	Alex Yatsenko	2-1	rlesko	0-2	ethantc1999	1-2						
Scott Blumenthal	W-U-B-G Reanimator	Angelo Corsi	2-0	Khurtz11	0-2	Corbin Davis	2-0	Eugene Freeman	2-1	Shaun Sunkara	2-1	Kiet Ngo	2-0	Christopher Borgerding	2-0	Hans Jacob Goddik	1-2	Thomas Genzman	2-0	Dan Staub	0-2	Aaron Smith	1-2	Alec Hale	1-2						
Tad Gibson	Grixis Control	remi bouchard	2-1	Edward Whiteside	2-0	Jonathan Rojo	2-1	Max Deresh	2-1	Isaac Morgan	2-0	Paul Raynes	1-2	Steven Porter	0-2	Amiracle	2-1	varelandrew	0-2	Brian Swanson	2-1	Sam Castrucci	0-2	Matthew Kunze	1-2						
Gabriel Balannik	W-U-B-G	Will Greider	2-1	Lucas Wade	2-1	Jeff Jao	2-0	Patrick Green	0-2	Michael O'Malley	2-0	john slater	2-0	Tony Morris	0-2	Benny Zeoli	2-1	Justice Wright	2-0	Jesse Campbell	0-2	Evan Jasinkiewicz	1-2								
Max Deresh	W-U-B-G Eldrazi		Bye	Dylan Carr	2-1	Michael O'Malley	2-0	Tad Gibson	1-2	Jason Song	2-1	David Tobias	1-2	Khurtz11	0-2	Karl Schulz	2-1	Wyatt Gibson	2-1	Michael Reed	1-2	Robert Wilson	2-0	DrakeHoness	0-2						
Owen Schading	W-U-B-G Cephalid Breakfast	phil205	2-1	Cameron ramsay	2-1	shvian	2-0	Benjamin Hartman	2-0	Ruochong Song	2-1	GrahamOliver	2-1	Sam Castrucci	0-2	Spencer Asral	0-2	Jesse Campbell	1-2	Miguel Chavez	0-2	WBASnowman	2-0	KevinNam	1-2	Alvin Gillo	0-2				
andrewslafreniere	Colorless Mystic Forge Combo		Bye	Jason Song	2-1	thewrathchilde	2-1	Joshua White	1-2	Max Dore	2-1	Jonathan Sakoi	1-2	dukevitro	0-2	Ggeneras	2-1	Benjamin Landers	2-1	Daniel Kelton	2-0	Kieran MacDuff	1-2	Ken Ryan	0-2						
Brennan Creasap	W-U-B-G Sneak and Show	hunterdeno1	2-0	JUSTIN RYAN	2-0	Jeffrey Zhang	1-2	LoganNEF	2-0	paul lynch	2-1	David Sittinger	2-0	RizhengSun	1-2	Matthew Kunze	2-0	Brian Sheets	2-0	Dan Atkins	0-2	Jaron Haberstroh	1-2	David Daniel	1-2						
Aced5	Dimir	Grant Yoon	2-1	Kendal Frame	2-1	Chris Siroonian	0-2	TonyScapone	2-1	Collin Bornhoft	1-2	Max Gilmore	2-0	LoganNEF	2-1	Nam Dang	2-0	Isaac Morgan	0-2	Bill McNeil	2-0	Giovanni Alberty	0-2	Laurent GADCHAUX	0-2	Jeff Jao	1-2	Ross Krueger	0-2	UrPalAndrew	0-2
Daniel Sommerfeld	U-B-R-G Oops! All Spells	Cody Ellinger	2-0	McCready213	2-1	Zach Stamper	2-1	Matthew Vook	0-2	Sean Kelloff	2-0	Jaeseok Cho	2-0	doejurko	2-0	Jacob Kolessar	1-2	David Barentsen	0-2	arlin bonfiglio	0-2	Tyler Klein	1-2	Emily Anders	0-2	Caleb Devany	2-0	Brian Swanson	0-2	Trevor Cordingley	1-2
codyphillips1991	Mono-White Mystic Forge Combo	Brady Munroe	1-2	Ian Files	2-1	Sean Meath	2-1	cory deroos	2-1	Kemper Pogue	2-0	Michael Swailes	2-1	Zack Kerkman	0-2	Wylie Robbins Thorne-Thomsen	2-1	Nosferatu Espinoza	2-1	Chris Siroonian	0-2	Yackobo1421	0-2	Amiracle	0-2						
FrancisDackleman	Rakdos Beseech Storm	Frankie Woofter	2-1	Alexandre Masson	2-0	SamKmiec	2-1	Mike Jones	0-2	Ameth123	2-1	Isaac Morgan	1-2	Max Garman	2-0	Bill Li	2-0	faultedform	0-2	Jaeseok Cho	0-2	llmcfadde	0-2	Edward Arce	2-0	Jeffrey Kramer	1-2				
Ronald Norton	W-U-B-G Cephalid Breakfast	asapsalt	2-1	Omar Nasr	2-1	Josh Williams	2-1	Pieter Tubergen	0-2	John Nacco	2-0	Jacob Gertz	0-2	Caleb Devany	2-1	Christopher Borgerding	2-1	Dan Atkins	1-2	Matthew Kunze	1-2	Brian Sheets	2-0	Patrick Green	1-2	Oliver Higgins	0-2				
Joshua Cronk	Mono-White Mystic Forge Combo	ManaCrip	2-0	Daniel FitzGibbons	2-0	Tom Hertfelder	0-2	Cameron Wisniewski	2-0	Benjamin Oakland	1-2	loitment	2-1	Michael Swailes	2-0	Brian Swanson	1-2	NickEldering	2-0	Trevor Sharp	0-2	Jason Smith	2-0	Stefan Vastek	1-2						
Gregory Berlinrut	Mono-Green Lands	Alan Donoho	1-2	Daniel Kelton	2-1	Jacob England	0-2	Dakota Madden-Fong	2-1	Vincent Cichinski	2-0	NRaupp	2-1	Bkud51	2-0	Jesse Inman	0-2	Michael Johnson	2-0	Patrick O'Reilly	0-2		Bye	Steven Porter	0-2	David Galperin	0-2	kwschlosser	1-2	Caleb Devany	0-2
Michael Ide	Mono-Green Lands	stonebone69	2-1	Trey Natili	0-2	Josh Brown	0-2	Eli Billings	2-1	George Jabbour	2-0	Kevin King	2-1	Wesley Nguyen	2-1	Justice Wright	1-2	godseerker	2-1	Laurent GADCHAUX	0-2	Jeff Jao	2-1	Taylor Herfindahl	0-2	MarkDriscoll	0-2				
Patrick O'Reilly	W-U-R-G Beanstalk	PatrickVincent	0-2	Frankie Woofter	2-0	Reuben Musselman	0-2	pmelies	2-1	NathanEddinger	2-0	Smallss	0-2	Daniel Starr	2-0	peterkirk1	2-1	John Slimak	2-1	Gregory Berlinrut	2-0	Anthony Valentine	0-2	James Hickle	0-2	Jacob Gertz	1-2	SLEEKYx16	0-2		
WBASnowman	Mono-Red Eldrazi	Marco Ordoñez	1-2	Joe Duyos	2-0	Caleb Devany	2-1	Stephen Seliskar	2-1	Josh Williams	1-2	Olivier Hamel	2-1	Jack Pullman	2-0	Chad Uzzell	2-1	Alec Hale	1-2	Kemper Pogue	0-2	Owen Schading	0-2	Daniel Kelton	0-2	Lucas Wade	2-1	Emily Anders	1-2	Daniel Skutt	1-2
ShaH1	W-U-B-G Cloudpost	Mark Nugent	0-2	Jesse Inman	0-2	David Nebrasky	2-0	David Jimenez	0-2	Ryan DeMarco	2-1	Suz Souza	2-1	hulk3rules	2-0	Peter Gustafson	2-1	Noah Hippensteel	2-0	Oliver Higgins	2-0	Jaeseok Cho	0-2	Kelvin Wallace	0-2	Ander12	0-2	Ethan Mcgillis	1-2		
Stephen Dupal	Mono-White Mystic Forge Combo	Dylan Carr	0-2	Yosef Harari	2-1	Chase Hoppe	2-0	Parker Southwick	1-2	Clevek	2-0	Tyler Klein	0-2	Mayflower159	2-0	Bill Comminos	2-0	Jack Kitchen	2-0	willdotcom	2-0	Louis Salerno	1-2	Anthony Brown	1-2	Justin 'IamActuallyLvL1' Gennari	1-2				
Jonathan Sakoi	Mono-Red Eldrazi	AleS61	0-2	Andrew Seiglie	2-0	Jakob Thomas	2-0	AHNY	2-1	Kyle Dillon	2-1	andrewslafreniere	2-1	Trevor Cordingley	2-1	Clair Bigelow	0-2	Jared Lefkowitz	1-2	george efelis	2-1	Eric Hadam	1-2	Devin Reilly	1-2	Jason Smith	1-2				
Reuben Musselman	Esper Tempo	Will Murray	2-1	Thomas Genzman	1-2	Patrick O'Reilly	2-0	stlhulksmash	2-1	Julian John	2-1	Jacob Woods	1-1	Ruochong Song	2-1	Ethan Dunn	2-1	Charles Noyce	1-2	Joseph Hunt	1-2	James Pogue	0-2	David Tobias	1-2	kwschlosser	0-2				
Lucas Wade	Dimir Tempo		Bye	Gabriel Balannik	1-2	Brandoncollins1	2-1	Bill Comminos	1-2	Mayflower159	2-0	Robert Arrington	1-2	darkpck2	2-0	JeffChiu96	2-0	Arjun Talpallikar	2-1	Hart Horton	0-2	Brian Swanson	0-2	Alvin Gillo	0-2	WBASnowman	1-2	Caleb Devany	1-2	Michael Sofia	0-0
Michael Sofia	Mono-Red Eldrazi	MatP21	1-2	Dalton Metelsky	0-2	Jskavulich	2-0	Alex Barnett	2-1	Draygen	2-1	newnoobontheblock	2-1	Tom Nelson	2-1	Eric Farmer	0-2	Carey Banyas	2-1	Chris Chauvet	0-2	Steven Porter	1-2	Ander12	1-2	Stefan116520	0-2	Bill McNeil	1-2	Lucas Wade	0-0
Brian Sheets	W-U-B-G Cradle Control	Julian Jakobovits	2-0	Jon Paton	0-2	Ezra Christensen	2-1	Robbie_2	1-2	nivax	2-1	Christopher Watson	2-1	Troy Warrington	2-1	Matt Orfanello	2-1	Brennan Creasap	0-2	Justice Wright	1-2	Ronald Norton	0-2								
Harry Hackett	W-U-B-G Cephalid Breakfast	PeytonStory	2-0	bradg222	2-0	James Hickle	0-2	Camron Jolley	2-0	Michael Reed	2-0	Noah Hippensteel	2-0	Jacob Gertz	1-2	Michael Kniffen	2-0	Yackobo1421	1-2	Justin 'IamActuallyLvL1' Gennari	1-2	David Daniel	1-2								
Tyrell Kizer	Dimir Tempo	Timothy Stephens	1-2	Peter Henderson	2-0	Dominic Monfre	2-0	Steven Porter	1-2	Michael Kochis	2-1	Colin Lugo	2-0	Alexandre Masson	2-1	MaxHoose	0-2	isandornoT	2-1	Samantha Murphy	0-2	MarkDriscoll	1-2	Jeff Jao	1-2	UrPalAndrew	1-2				
Jeremy Cairl	U-B-R-G	Jessy Hefner	2-0	Michael Grafton	2-0	Dan Staub	1-2	Hranderson	2-0	Leland Machen	2-0	Josh Coffey	2-1	UrPalAndrew	1-2	Alec Wilson	2-0	P0stalweight	1-2	Eric Hadam	0-2										
Edward Arce	Dimir Ad Nauseam Tendrils	LandisA	2-1	jayfranklin	2-0	zoidberg1003	2-1	Sam Castrucci	0-2	Tony Morris	0-2	John Grudzina	2-1	john slater	0-2	Lunch Boxx	2-1	Will Greider	2-1	James Hickle	1-2	Ryan Mullens	0-2	FrancisDackleman	0-2						
Parker Southwick	W-U-B-G Reanimator	Michael Wood	2-0	Collin Bornhoft	2-0	Jared McCall	0-2	Stephen Dupal	2-1	Nam Dang	1-2	Dan Miller	2-1	Rommie	2-0	Jeffrey Zhang	1-2	Terry Stratton	2-0	SLEEKYx16	0-2	george efelis	0-2								
Collin Bornhoft	U-B-R-G Ad Nauseam Tendrils	Jskavulich	2-0	Parker Southwick	0-2	kyle Clementino	2-0	Rachel Feingersh	2-0	Aced5	2-1	Tony Morris	1-2	peterkirk1	2-0	Very_Disappointed	2-0	Jessy Hefner	1-2	James Schlott	0-2	Khurtz11	1-2								
Dylan Carr	Mono-White Mystic Forge Combo	Stephen Dupal	2-0	Max Deresh	1-2	Michael Mcardle	2-1	Cody Colston	2-1	Kevin Thomas	0-2	Colton Sandford	2-0	Owen Krueger	2-1	ZeeSeeKay	0-2	RyanK	2-1	Lirek Kulik	1-2										
AmiH1	W-U-B-R-G Sneak and Show	Jim Baxter	2-0	Andrew Sweeney	2-0	GrahamOliver	1-2	gbabcock13	1-2	Daniel FitzGibbons	2-1	Ryan Mullens	1-2	UBdentist	2-1	Dominic Vernazza	2-0	Dakota Madden-Fong	2-1	Zachary McAdoo	1-2										
